Name;Protocol;Action;Log Protocol;Bandwidth Optimizer
Merchandising no streaming media;TongTongTong;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Toonel;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Tor;Block;true;Do not block based on bandwidth
Merchandising no streaming media;TryFast Messenger;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Vimeo;Block;true;Do not block based on bandwidth
Merchandising no streaming media;VNC;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Voxox;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Vyew;Block;false;Do not block based on bandwidth
Merchandising no streaming media;VZOchat;Block;true;Do not block based on bandwidth
Merchandising no streaming media;WAIS;Block;true;Do not block based on bandwidth
Merchandising no streaming media;WallCooler VPN;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Wavago;Block;true;Do not block based on bandwidth
Merchandising no streaming media;WebEx (PCNow & Support Center);Block;false;Do not block based on bandwidth
Merchandising no streaming media;Wengo;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Windows Media;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Woize;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Xfire;Block;true;Do not block based on bandwidth
Merchandising no streaming media;X-IM;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Yahoo! Mail Chat;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Yahoo! Messenger;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Yahoo! Messenger attachments;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Your Freedom;Block;true;Do not block based on bandwidth
Merchandising no streaming media;YouSendIt;Block;true;Do not block based on bandwidth
Merchandising no streaming media;Yuuguu;Block;false;Do not block based on bandwidth
Merchandising no streaming media;Zolved;Block;false;Do not block based on bandwidth
Monitor Only;Access Grid;Permit;false;Do not block based on bandwidth
Monitor Only;Adobe Updater (WSG Only);Permit;false;Do not block based on bandwidth
Monitor Only;AOL Instant Messenger or ICQ;Permit;true;Do not block based on bandwidth
Monitor Only;AOL Instant Messenger or ICQ attachments;Permit;false;Do not block based on bandwidth
Monitor Only;AOL Radio;Permit;true;Do not block based on bandwidth
Monitor Only;Ares;Permit;true;Do not block based on bandwidth
Monitor Only;Badongo Buddy;Permit;false;Do not block based on bandwidth
Monitor Only;Baidu Hi;Permit;false;Do not block based on bandwidth
Monitor Only;BBC iPlayer;Permit;false;Do not block based on bandwidth
Monitor Only;BeInSync;Permit;false;Do not block based on bandwidth
Monitor Only;BitTorrent;Permit;true;Do not block based on bandwidth
Monitor Only;Bot Networks;Permit;false;Do not block based on bandwidth
Monitor Only;BoxCloud;Permit;true;Do not block based on bandwidth
Monitor Only;Brosix;Permit;false;Do not block based on bandwidth
Monitor Only;Camfrog;Permit;true;Do not block based on bandwidth
Monitor Only;Chikka Messenger;Permit;false;Do not block based on bandwidth
Monitor Only;Citrix;Permit;false;Do not block based on bandwidth
Monitor Only;ClipMoon;Permit;false;Do not block based on bandwidth
Monitor Only;ClubBox;Permit;true;Do not block based on bandwidth
Monitor Only;Comodo EasyVPN;Permit;false;Do not block based on bandwidth
Monitor Only;CrossLoop;Permit;false;Do not block based on bandwidth
Monitor Only;Dailymotion;Permit;false;Do not block based on bandwidth
Monitor Only;Damaka;Permit;true;Do not block based on bandwidth
Monitor Only;daytime;Permit;false;Do not block based on bandwidth
Monitor Only;DirectConnect;Permit;true;Do not block based on bandwidth
Monitor Only;eDonkey;Permit;true;Do not block based on bandwidth
Monitor Only;Email Borne Worms;Permit;false;Do not block based on bandwidth
Monitor Only;Eyeball Chat;Permit;true;Do not block based on bandwidth
Monitor Only;EZPeer;Permit;true;Do not block based on bandwidth
Monitor Only;FastTrack (Kazaa iMesh);Permit;true;Do not block based on bandwidth
Monitor Only;Finetune;Permit;true;Do not block based on bandwidth
Monitor Only;finger;Permit;false;Do not block based on bandwidth
Monitor Only;FolderShare;Permit;true;Do not block based on bandwidth
Monitor Only;FTP;Permit;true;Do not block based on bandwidth
Monitor Only;Gadu-Gadu;Permit;true;Do not block based on bandwidth
Monitor Only;GhostSurf;Permit;true;Do not block based on bandwidth
Monitor Only;GigaTribe;Permit;true;Do not block based on bandwidth
Monitor Only;Gizmo Project;Permit;true;Do not block based on bandwidth
Monitor Only;Globe7;Permit;false;Do not block based on bandwidth
Monitor Only;Gmail Chat (WSG Only);Permit;true;Do not block based on bandwidth
Monitor Only;Gnutella (Morpheus Xolox);Permit;true;Do not block based on bandwidth
Monitor Only;Goober Messenger;Permit;false;Do not block based on bandwidth
Monitor Only;Google Talk;Permit;true;Do not block based on bandwidth
Monitor Only;Google Video;Permit;true;Do not block based on bandwidth
Monitor Only;Google Wave (WSG Only);Permit;false;Do not block based on bandwidth
Monitor Only;Google Web Accelerator;Permit;true;Do not block based on bandwidth
Monitor Only;Gopher;Permit;true;Do not block based on bandwidth
Monitor Only;Hamachi;Permit;true;Do not block based on bandwidth
Monitor Only;Hopster;Permit;true;Do not block based on bandwidth
Monitor Only;Hotline Connect;Permit;true;Do not block based on bandwidth
Monitor Only;HTTP;Permit;false;Do not block based on bandwidth
Monitor Only;HTTPS;Permit;false;Do not block based on bandwidth
Monitor Only;Hulu;Permit;false;Do not block based on bandwidth
Monitor Only;ident;Permit;false;Do not block based on bandwidth
Monitor Only;IMAP;Permit;false;Do not block based on bandwidth
Monitor Only;IMVU;Permit;true;Do not block based on bandwidth
Monitor Only;Instant Housecall;Permit;false;Do not block based on bandwidth
Monitor Only;IRC;Permit;true;Do not block based on bandwidth
Monitor Only;iSpQ;Permit;false;Do not block based on bandwidth
Monitor Only;iTunes;Permit;true;Do not block based on bandwidth
Monitor Only;JAP;Permit;true;Do not block based on bandwidth
Monitor Only;JetCast;Permit;true;Do not block based on bandwidth
Monitor Only;Joost;Permit;false;Do not block based on bandwidth
Monitor Only;LDAP;Permit;false;Do not block based on bandwidth
Monitor Only;Liquid Audio;Permit;true;Do not block based on bandwidth
Monitor Only;Live Mesh;Permit;false;Do not block based on bandwidth
Monitor Only;LogMeIn;Permit;false;Do not block based on bandwidth
Monitor Only;Lotus Notes;Permit;false;Do not block based on bandwidth
Monitor Only;Mail.Ru;Permit;false;Do not block based on bandwidth
Monitor Only;Meetro;Permit;true;Do not block based on bandwidth
Monitor Only;Metacafe;Permit;true;Do not block based on bandwidth
Monitor Only;Microsoft HTTPMail;Permit;false;Do not block based on bandwidth
Monitor Only;Mikogo;Permit;false;Do not block based on bandwidth
Monitor Only;MindSpring;Permit;true;Do not block based on bandwidth
Monitor Only;MSC Messenger;Permit;true;Do not block based on bandwidth
Monitor Only;MSN Messenger;Permit;true;Do not block based on bandwidth
Monitor Only;MSN Messenger attachments;Permit;false;Do not block based on bandwidth
Monitor Only;MyGreenPC;Permit;false;Do not block based on bandwidth
Monitor Only;MyIVO;Permit;true;Do not block based on bandwidth
Monitor Only;MyPlay;Permit;false;Do not block based on bandwidth
Monitor Only;MySpaceIM;Permit;true;Do not block based on bandwidth
Monitor Only;MySpace Player;Permit;false;Do not block based on bandwidth
Monitor Only;NateOn;Permit;true;Do not block based on bandwidth
Monitor Only;NateOn Messenger Attachments;Permit;false;Do not block based on bandwidth
Monitor Only;NateOn Remote Access;Permit;false;Do not block based on bandwidth
Monitor Only;Neos;Permit;true;Do not block based on bandwidth
Monitor Only;Netease Popo;Permit;true;Do not block based on bandwidth
Monitor Only;netFM Messenger;Permit;false;Do not block based on bandwidth
Monitor Only;NetMeeting;Permit;false;Do not block based on bandwidth
Monitor Only;NFS;Permit;false;Do not block based on bandwidth
Monitor Only;Nimbuzz;Permit;false;Do not block based on bandwidth
Monitor Only;NNTP;Permit;false;Do not block based on bandwidth
Monitor Only;NTP;Permit;false;Do not block based on bandwidth
Monitor Only;Octoshape;Permit;false;Do not block based on bandwidth
Monitor Only;Onshare;Permit;true;Do not block based on bandwidth
Monitor Only;OpenWindows;Permit;false;Do not block based on bandwidth
Monitor Only;Opera Unite;Permit;false;Do not block based on bandwidth
Monitor Only;Orsiso;Permit;false;Do not block based on bandwidth
Monitor Only;Other;Permit;false;Do not block based on bandwidth
Monitor Only;Palringo;Permit;false;Do not block based on bandwidth
Monitor Only;Paltalk;Permit;true;Do not block based on bandwidth
Monitor Only;Pando;Permit;true;Do not block based on bandwidth
Monitor Only;Pandora;Permit;false;Do not block based on bandwidth
Monitor Only;pcANYWHERE;Permit;false;Do not block based on bandwidth
Monitor Only;pcTELECOMMUTE;Permit;false;Do not block based on bandwidth
Monitor Only;PeerCast;Permit;true;Do not block based on bandwidth
Monitor Only;POP3;Permit;false;Do not block based on bandwidth
Monitor Only;pptp;Permit;false;Do not block based on bandwidth
Monitor Only;Project Neon;Permit;true;Do not block based on bandwidth
Monitor Only;Qnext;Permit;true;Do not block based on bandwidth
Monitor Only;Raketu;Permit;true;Do not block based on bandwidth
Monitor Only;RealTunnel;Permit;true;Do not block based on bandwidth
Monitor Only;Remote Control PC;Permit;false;Do not block based on bandwidth
Monitor Only;Revver;Permit;false;Do not block based on bandwidth
Monitor Only;RTSP (QuickTime RealPlayer);Permit;true;Do not block based on bandwidth
Monitor Only;ShareNow;Permit;false;Do not block based on bandwidth
Monitor Only;SHOUTcast;Permit;true;Do not block based on bandwidth
Monitor Only;SIMP (Jabber);Permit;true;Do not block based on bandwidth
Monitor Only;Skype;Permit;true;Do not block based on bandwidth
Monitor Only;Slingbox;Permit;true;Do not block based on bandwidth
Monitor Only;SMTP;Permit;false;Do not block based on bandwidth
Monitor Only;Social FM;Permit;true;Do not block based on bandwidth
Monitor Only;SOCKS 5;Permit;false;Do not block based on bandwidth
Monitor Only;SocksOnline;Permit;true;Do not block based on bandwidth
Monitor Only;SoftEther PacketiX;Permit;false;Do not block based on bandwidth
Monitor Only;Solid State Delivery Platform;Permit;false;Do not block based on bandwidth
Monitor Only;SoonR;Permit;true;Do not block based on bandwidth
Monitor Only;SoulSeek;Permit;true;Do not block based on bandwidth
Monitor Only;Spotify;Permit;false;Do not block based on bandwidth
Monitor Only;SQL Net;Permit;false;Do not block based on bandwidth
Monitor Only;ssh;Permit;false;Do not block based on bandwidth
Monitor Only;TeamViewer;Permit;false;Do not block based on bandwidth
Monitor Only;Telnet;Permit;false;Do not block based on bandwidth
Monitor Only;Tencent QQ (see the Knowledge Base);Permit;true;Do not block based on bandwidth
Monitor Only;Terminal Services;Permit;false;Do not block based on bandwidth
Monitor Only;TongTongTong;Permit;true;Do not block based on bandwidth
Monitor Only;Toonel;Permit;true;Do not block based on bandwidth
Monitor Only;Tor;Permit;true;Do not block based on bandwidth
Monitor Only;TryFast Messenger;Permit;true;Do not block based on bandwidth
Monitor Only;Vimeo;Permit;false;Do not block based on bandwidth
Monitor Only;VNC;Permit;false;Do not block based on bandwidth
Monitor Only;Voxox;Permit;false;Do not block based on bandwidth
Monitor Only;Vyew;Permit;false;Do not block based on bandwidth
Monitor Only;VZOchat;Permit;true;Do not block based on bandwidth
Monitor Only;WAIS;Permit;true;Do not block based on bandwidth
Monitor Only;WallCooler VPN;Permit;false;Do not block based on bandwidth
Monitor Only;Wavago;Permit;true;Do not block based on bandwidth
Monitor Only;WebEx (PCNow & Support Center);Permit;false;Do not block based on bandwidth
Monitor Only;Wengo;Permit;true;Do not block based on bandwidth
Monitor Only;Windows Media;Permit;true;Do not block based on bandwidth
Monitor Only;Woize;Permit;true;Do not block based on bandwidth
Monitor Only;Xfire;Permit;true;Do not block based on bandwidth
Monitor Only;X-IM;Permit;true;Do not block based on bandwidth
Monitor Only;Yahoo! Mail Chat;Permit;true;Do not block based on bandwidth
Monitor Only;Yahoo! Messenger;Permit;true;Do not block based on bandwidth
Monitor Only;Yahoo! Messenger attachments;Permit;false;Do not block based on bandwidth
Monitor Only;Your Freedom;Permit;true;Do not block based on bandwidth
Monitor Only;YouSendIt;Permit;false;Do not block based on bandwidth
Monitor Only;Yuuguu;Permit;false;Do not block based on bandwidth
Monitor Only;Zolved;Permit;false;Do not block based on bandwidth
Nclose testing;Access Grid;Permit;false;Do not block based on bandwidth
Nclose testing;Adobe Updater (WSG Only);Permit;false;Do not block based on bandwidth
Nclose testing;AOL Instant Messenger or ICQ;Permit;true;Do not block based on bandwidth
Nclose testing;AOL Instant Messenger or ICQ attachments;Permit;false;Do not block based on bandwidth
Nclose testing;AOL Radio;Permit;true;Do not block based on bandwidth
Nclose testing;Ares;Permit;true;Do not block based on bandwidth
Nclose testing;Badongo Buddy;Permit;true;Do not block based on bandwidth
Nclose testing;Baidu Hi;Permit;true;Do not block based on bandwidth
Nclose testing;BBC iPlayer;Permit;false;Do not block based on bandwidth
Nclose testing;BeInSync;Permit;false;Do not block based on bandwidth
Nclose testing;BitTorrent;Permit;true;Do not block based on bandwidth
Nclose testing;Bot Networks;Block;false;Do not block based on bandwidth
Nclose testing;BoxCloud;Permit;true;Do not block based on bandwidth
Nclose testing;Brosix;Permit;true;Do not block based on bandwidth
Nclose testing;Camfrog;Permit;true;Do not block based on bandwidth
Nclose testing;Chikka Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;Citrix;Permit;false;Do not block based on bandwidth
Nclose testing;ClipMoon;Permit;false;Do not block based on bandwidth
Nclose testing;ClubBox;Permit;true;Do not block based on bandwidth
Nclose testing;Comodo EasyVPN;Permit;false;Do not block based on bandwidth
Nclose testing;CrossLoop;Permit;false;Do not block based on bandwidth
Nclose testing;Dailymotion;Permit;false;Do not block based on bandwidth
Nclose testing;Damaka;Permit;true;Do not block based on bandwidth
Nclose testing;daytime;Permit;false;Do not block based on bandwidth
Nclose testing;DirectConnect;Permit;true;Do not block based on bandwidth
Nclose testing;eDonkey;Permit;true;Do not block based on bandwidth
Nclose testing;Email Borne Worms;Block;false;Do not block based on bandwidth
Nclose testing;Eyeball Chat;Permit;true;Do not block based on bandwidth
Nclose testing;EZPeer;Permit;true;Do not block based on bandwidth
Nclose testing;FastTrack (Kazaa iMesh);Permit;true;Do not block based on bandwidth
Nclose testing;Finetune;Permit;true;Do not block based on bandwidth
Nclose testing;finger;Permit;false;Do not block based on bandwidth
Nclose testing;FolderShare;Permit;true;Do not block based on bandwidth
Nclose testing;FTP;Permit;true;Do not block based on bandwidth
Nclose testing;Gadu-Gadu;Permit;true;Do not block based on bandwidth
Nclose testing;GhostSurf;Block;true;Do not block based on bandwidth
Nclose testing;GigaTribe;Permit;true;Do not block based on bandwidth
Nclose testing;Gizmo Project;Permit;true;Do not block based on bandwidth
Nclose testing;Globe7;Permit;true;Do not block based on bandwidth
Nclose testing;Gmail Chat (WSG Only);Permit;true;Do not block based on bandwidth
Nclose testing;Gnutella (Morpheus Xolox);Permit;true;Do not block based on bandwidth
Nclose testing;Goober Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;Google Talk;Permit;true;Do not block based on bandwidth
Nclose testing;Google Video;Permit;true;Do not block based on bandwidth
Nclose testing;Google Wave (WSG Only);Permit;true;Do not block based on bandwidth
Nclose testing;Google Web Accelerator;Block;true;Do not block based on bandwidth
Nclose testing;Gopher;Permit;true;Do not block based on bandwidth
Nclose testing;Hamachi;Permit;true;Do not block based on bandwidth
Nclose testing;Hopster;Block;true;Do not block based on bandwidth
Nclose testing;Hotline Connect;Permit;true;Do not block based on bandwidth
Nclose testing;HTTP;Permit;false;Do not block based on bandwidth
Nclose testing;HTTPS;Permit;true;Do not block based on bandwidth
Nclose testing;Hulu;Permit;false;Do not block based on bandwidth
Nclose testing;ident;Permit;false;Do not block based on bandwidth
Nclose testing;IMAP;Permit;false;Do not block based on bandwidth
Nclose testing;IMVU;Permit;true;Do not block based on bandwidth
Nclose testing;Instant Housecall;Permit;false;Do not block based on bandwidth
Nclose testing;IRC;Permit;true;Do not block based on bandwidth
Nclose testing;iSpQ;Permit;true;Do not block based on bandwidth
Nclose testing;iTunes;Permit;true;Do not block based on bandwidth
Nclose testing;JAP;Block;true;Do not block based on bandwidth
Nclose testing;JetCast;Permit;true;Do not block based on bandwidth
Nclose testing;Joost;Permit;false;Do not block based on bandwidth
Nclose testing;LDAP;Permit;false;Do not block based on bandwidth
Nclose testing;Liquid Audio;Permit;true;Do not block based on bandwidth
Nclose testing;Live Mesh;Permit;true;Do not block based on bandwidth
Nclose testing;LogMeIn;Permit;false;Do not block based on bandwidth
Nclose testing;Lotus Notes;Permit;false;Do not block based on bandwidth
Nclose testing;Mail.Ru;Permit;true;Do not block based on bandwidth
Nclose testing;Meetro;Permit;true;Do not block based on bandwidth
Nclose testing;Metacafe;Permit;true;Do not block based on bandwidth
Nclose testing;Microsoft HTTPMail;Permit;false;Do not block based on bandwidth
Nclose testing;Mikogo;Permit;false;Do not block based on bandwidth
Nclose testing;MindSpring;Permit;true;Do not block based on bandwidth
Nclose testing;MSC Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;MSN Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;MSN Messenger attachments;Permit;false;Do not block based on bandwidth
Nclose testing;MyGreenPC;Permit;false;Do not block based on bandwidth
Nclose testing;MyIVO;Permit;true;Do not block based on bandwidth
Nclose testing;MyPlay;Permit;false;Do not block based on bandwidth
Nclose testing;MySpaceIM;Permit;true;Do not block based on bandwidth
Nclose testing;MySpace Player;Permit;false;Do not block based on bandwidth
Nclose testing;NateOn;Permit;true;Do not block based on bandwidth
Nclose testing;NateOn Messenger Attachments;Permit;false;Do not block based on bandwidth
Nclose testing;NateOn Remote Access;Permit;false;Do not block based on bandwidth
Nclose testing;Neos;Permit;true;Do not block based on bandwidth
Nclose testing;Netease Popo;Permit;true;Do not block based on bandwidth
Nclose testing;netFM Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;NetMeeting;Permit;false;Do not block based on bandwidth
Nclose testing;NFS;Permit;false;Do not block based on bandwidth
Nclose testing;Nimbuzz;Permit;true;Do not block based on bandwidth
Nclose testing;NNTP;Permit;false;Do not block based on bandwidth
Nclose testing;NTP;Permit;false;Do not block based on bandwidth
Nclose testing;Octoshape;Permit;false;Do not block based on bandwidth
Nclose testing;Onshare;Permit;true;Do not block based on bandwidth
Nclose testing;OpenWindows;Permit;false;Do not block based on bandwidth
Nclose testing;Opera Unite;Permit;true;Do not block based on bandwidth
Nclose testing;Orsiso;Permit;true;Do not block based on bandwidth
Nclose testing;Other;Block;false;Do not block based on bandwidth
Nclose testing;Palringo;Permit;true;Do not block based on bandwidth
Nclose testing;Paltalk;Permit;true;Do not block based on bandwidth
Nclose testing;Pando;Permit;true;Do not block based on bandwidth
Nclose testing;Pandora;Permit;false;Do not block based on bandwidth
Nclose testing;pcANYWHERE;Permit;false;Do not block based on bandwidth
Nclose testing;pcTELECOMMUTE;Permit;false;Do not block based on bandwidth
Nclose testing;PeerCast;Permit;true;Do not block based on bandwidth
Nclose testing;POP3;Permit;false;Do not block based on bandwidth
Nclose testing;pptp;Permit;false;Do not block based on bandwidth
Nclose testing;Project Neon;Permit;true;Do not block based on bandwidth
Nclose testing;Qnext;Permit;true;Do not block based on bandwidth
Nclose testing;Raketu;Permit;true;Do not block based on bandwidth
Nclose testing;RealTunnel;Block;true;Do not block based on bandwidth
Nclose testing;Remote Control PC;Permit;false;Do not block based on bandwidth
Nclose testing;Revver;Permit;false;Do not block based on bandwidth
Nclose testing;RTSP (QuickTime RealPlayer);Permit;true;Do not block based on bandwidth
Nclose testing;ShareNow;Permit;true;Do not block based on bandwidth
Nclose testing;SHOUTcast;Permit;true;Do not block based on bandwidth
Nclose testing;SIMP (Jabber);Permit;true;Do not block based on bandwidth
Nclose testing;Skype;Permit;true;Do not block based on bandwidth
Nclose testing;Slingbox;Permit;true;Do not block based on bandwidth
Nclose testing;SMTP;Permit;false;Do not block based on bandwidth
Nclose testing;Social FM;Permit;true;Do not block based on bandwidth
Nclose testing;SOCKS 5;Permit;false;Do not block based on bandwidth
Nclose testing;SocksOnline;Block;true;Do not block based on bandwidth
Nclose testing;SoftEther PacketiX;Permit;false;Do not block based on bandwidth
Nclose testing;Solid State Delivery Platform;Permit;true;Do not block based on bandwidth
Nclose testing;SoonR;Permit;true;Do not block based on bandwidth
Nclose testing;SoulSeek;Permit;true;Do not block based on bandwidth
Nclose testing;Spotify;Permit;false;Do not block based on bandwidth
Nclose testing;SQL Net;Permit;false;Do not block based on bandwidth
Nclose testing;ssh;Permit;false;Do not block based on bandwidth
Nclose testing;TeamViewer;Permit;false;Do not block based on bandwidth
Nclose testing;Telnet;Permit;false;Do not block based on bandwidth
Nclose testing;Tencent QQ (see the Knowledge Base);Permit;true;Do not block based on bandwidth
Nclose testing;Terminal Services;Permit;false;Do not block based on bandwidth
Nclose testing;TongTongTong;Block;true;Do not block based on bandwidth
Nclose testing;Toonel;Block;true;Do not block based on bandwidth
Nclose testing;Tor;Block;true;Do not block based on bandwidth
Nclose testing;TryFast Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;Vimeo;Permit;false;Do not block based on bandwidth
Nclose testing;VNC;Permit;false;Do not block based on bandwidth
Nclose testing;Voxox;Permit;true;Do not block based on bandwidth
Nclose testing;Vyew;Permit;false;Do not block based on bandwidth
Nclose testing;VZOchat;Permit;true;Do not block based on bandwidth
Nclose testing;WAIS;Permit;true;Do not block based on bandwidth
Nclose testing;WallCooler VPN;Permit;false;Do not block based on bandwidth
Nclose testing;Wavago;Permit;true;Do not block based on bandwidth
Nclose testing;WebEx (PCNow & Support Center);Permit;false;Do not block based on bandwidth
Nclose testing;Wengo;Permit;true;Do not block based on bandwidth
Nclose testing;Windows Media;Permit;true;Do not block based on bandwidth
Nclose testing;Woize;Permit;true;Do not block based on bandwidth
Nclose testing;Xfire;Permit;true;Do not block based on bandwidth
Nclose testing;X-IM;Permit;true;Do not block based on bandwidth
Nclose testing;Yahoo! Mail Chat;Permit;true;Do not block based on bandwidth
Nclose testing;Yahoo! Messenger;Permit;true;Do not block based on bandwidth
Nclose testing;Yahoo! Messenger attachments;Permit;false;Do not block based on bandwidth
Nclose testing;Your Freedom;Block;true;Do not block based on bandwidth
Nclose testing;YouSendIt;Permit;false;Do not block based on bandwidth
Nclose testing;Yuuguu;Permit;false;Do not block based on bandwidth
Nclose testing;Zolved;Permit;false;Do not block based on bandwidth
Permit All;Access Grid;Permit;false;Do not block based on bandwidth
Permit All;Adobe Updater (WSG Only);Permit;false;Do not block based on bandwidth
Permit All;AOL Instant Messenger or ICQ;Permit;false;Do not block based on bandwidth
Permit All;AOL Instant Messenger or ICQ attachments;Permit;false;Do not block based on bandwidth
Permit All;AOL Radio;Permit;false;Do not block based on bandwidth
Permit All;Ares;Permit;false;Do not block based on bandwidth
Permit All;Badongo Buddy;Permit;false;Do not block based on bandwidth
Permit All;Baidu Hi;Permit;false;Do not block based on bandwidth
Permit All;BBC iPlayer;Permit;false;Do not block based on bandwidth
Permit All;BeInSync;Permit;false;Do not block based on bandwidth
Permit All;BitTorrent;Permit;false;Do not block based on bandwidth
Permit All;Bot Networks;Permit;false;Do not block based on bandwidth
Permit All;BoxCloud;Permit;false;Do not block based on bandwidth
Permit All;Brosix;Permit;false;Do not block based on bandwidth
Permit All;Camfrog;Permit;false;Do not block based on bandwidth
Permit All;Chikka Messenger;Permit;false;Do not block based on bandwidth
Permit All;Citrix;Permit;false;Do not block based on bandwidth
Permit All;ClipMoon;Permit;false;Do not block based on bandwidth
Permit All;ClubBox;Permit;false;Do not block based on bandwidth
Permit All;Comodo EasyVPN;Permit;false;Do not block based on bandwidth
Permit All;CrossLoop;Permit;false;Do not block based on bandwidth
Permit All;Dailymotion;Permit;false;Do not block based on bandwidth
Permit All;Damaka;Permit;false;Do not block based on bandwidth
Permit All;daytime;Permit;false;Do not block based on bandwidth
Permit All;DirectConnect;Permit;false;Do not block based on bandwidth
Permit All;eDonkey;Permit;false;Do not block based on bandwidth
Permit All;Email Borne Worms;Permit;false;Do not block based on bandwidth
Permit All;Eyeball Chat;Permit;false;Do not block based on bandwidth
Permit All;EZPeer;Permit;false;Do not block based on bandwidth
Permit All;FastTrack (Kazaa iMesh);Permit;false;Do not block based on bandwidth
Permit All;Finetune;Permit;false;Do not block based on bandwidth
Permit All;finger;Permit;false;Do not block based on bandwidth
Permit All;FolderShare;Permit;false;Do not block based on bandwidth
Permit All;FTP;Permit;false;Do not block based on bandwidth
Permit All;Gadu-Gadu;Permit;false;Do not block based on bandwidth
Permit All;GhostSurf;Permit;false;Do not block based on bandwidth
Permit All;GigaTribe;Permit;false;Do not block based on bandwidth
Permit All;Gizmo Project;Permit;false;Do not block based on bandwidth
Permit All;Globe7;Permit;false;Do not block based on bandwidth
Permit All;Gmail Chat (WSG Only);Permit;false;Do not block based on bandwidth
Permit All;Gnutella (Morpheus Xolox);Permit;false;Do not block based on bandwidth
Permit All;Goober Messenger;Permit;false;Do not block based on bandwidth
Permit All;Google Talk;Permit;false;Do not block based on bandwidth
Permit All;Google Video;Permit;false;Do not block based on bandwidth
Permit All;Google Wave (WSG Only);Permit;false;Do not block based on bandwidth
Permit All;Google Web Accelerator;Permit;false;Do not block based on bandwidth
Permit All;Gopher;Permit;false;Do not block based on bandwidth
Permit All;Hamachi;Permit;false;Do not block based on bandwidth
Permit All;Hopster;Permit;false;Do not block based on bandwidth
Permit All;Hotline Connect;Permit;false;Do not block based on bandwidth
Permit All;HTTP;Permit;false;Do not block based on bandwidth
Permit All;HTTPS;Permit;false;Do not block based on bandwidth
Permit All;Hulu;Permit;false;Do not block based on bandwidth
Permit All;ident;Permit;false;Do not block based on bandwidth
Permit All;IMAP;Permit;false;Do not block based on bandwidth
Permit All;IMVU;Permit;false;Do not block based on bandwidth
Permit All;Instant Housecall;Permit;false;Do not block based on bandwidth
Permit All;IRC;Permit;false;Do not block based on bandwidth
Permit All;iSpQ;Permit;false;Do not block based on bandwidth
Permit All;iTunes;Permit;false;Do not block based on bandwidth
Permit All;JAP;Permit;false;Do not block based on bandwidth
Permit All;JetCast;Permit;false;Do not block based on bandwidth
Permit All;Joost;Permit;false;Do not block based on bandwidth
Permit All;LDAP;Permit;false;Do not block based on bandwidth
Permit All;Liquid Audio;Permit;false;Do not block based on bandwidth
Permit All;Live Mesh;Permit;false;Do not block based on bandwidth
Permit All;LogMeIn;Permit;false;Do not block based on bandwidth
Permit All;Lotus Notes;Permit;false;Do not block based on bandwidth
Permit All;Mail.Ru;Permit;false;Do not block based on bandwidth
Permit All;Meetro;Permit;false;Do not block based on bandwidth
Permit All;Metacafe;Permit;false;Do not block based on bandwidth
Permit All;Microsoft HTTPMail;Permit;false;Do not block based on bandwidth
Permit All;Mikogo;Permit;false;Do not block based on bandwidth
Permit All;MindSpring;Permit;false;Do not block based on bandwidth
Permit All;MSC Messenger;Permit;false;Do not block based on bandwidth
Permit All;MSN Messenger;Permit;false;Do not block based on bandwidth
Permit All;MSN Messenger attachments;Permit;false;Do not block based on bandwidth
Permit All;MyGreenPC;Permit;false;Do not block based on bandwidth
Permit All;MyIVO;Permit;false;Do not block based on bandwidth
Permit All;MyPlay;Permit;false;Do not block based on bandwidth
Permit All;MySpaceIM;Permit;false;Do not block based on bandwidth
Permit All;MySpace Player;Permit;false;Do not block based on bandwidth
Permit All;NateOn;Permit;false;Do not block based on bandwidth
Permit All;NateOn Messenger Attachments;Permit;false;Do not block based on bandwidth
Permit All;NateOn Remote Access;Permit;false;Do not block based on bandwidth
Permit All;Neos;Permit;false;Do not block based on bandwidth
Permit All;Netease Popo;Permit;false;Do not block based on bandwidth
Permit All;netFM Messenger;Permit;false;Do not block based on bandwidth
Permit All;NetMeeting;Permit;false;Do not block based on bandwidth
Permit All;NFS;Permit;false;Do not block based on bandwidth
Permit All;Nimbuzz;Permit;false;Do not block based on bandwidth
Permit All;NNTP;Permit;false;Do not block based on bandwidth
Permit All;NTP;Permit;false;Do not block based on bandwidth
